,DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
536,6/21/2015,45.0,60.0,53.0,545,1903
537,6/22/2015,45.0,59.0,52.0,545,1904
538,6/23/2015,46.0,65.0,56.0,545,1904
539,6/24/2015,42.0,60.0,51.0,545,1904
540,6/25/2015,42.0,59.0,51.0,546,1904
541,6/26/2015,42.0,57.0,50.0,546,1904
542,6/27/2015,38.0,56.0,47.0,546,1904
543,6/28/2015,42.0,55.0,49.0,546,1905
544,6/29/2015,40.0,56.0,48.0,547,1905
545,6/30/2015,40.0,56.0,48.0,547,1905
546,7/1/2015,37.0,54.0,46.0,547,1905
547,7/2/2015,38.0,54.0,46.0,548,1905
548,7/3/2015,38.0,56.0,47.0,548,1905
549,7/4/2015,39.0,56.0,48.0,548,1905
550,7/5/2015,41.0,59.0,50.0,549,1905
551,7/6/2015,43.0,60.0,52.0,549,1905
552,7/7/2015,39.0,55.0,47.0,549,1905
553,7/8/2015,40.0,53.0,47.0,550,1905
554,7/9/2015,38.0,55.0,47.0,550,1905
555,7/10/2015,40.0,55.0,48.0,550,1905
556,7/11/2015,46.0,60.0,53.0,551,1905
557,7/12/2015,46.0,58.0,52.0,551,1905
558,7/13/2015,45.0,57.0,51.0,551,1904
559,7/14/2015,45.0,60.0,53.0,552,1904
560,7/15/2015,44.0,66.0,55.0,552,1904
561,7/16/2015,43.0,59.0,51.0,553,1904
562,7/17/2015,41.0,54.0,48.0,553,1904
563,7/18/2015,39.0,56.0,48.0,553,1904
564,7/19/2015,43.0,56.0,50.0,554,1903
565,7/20/2015,40.0,51.0,46.0,554,1903
566,7/21/2015,37.0,49.0,43.0,554,1903
567,7/22/2015,37.0,52.0,45.0,555,1902
568,7/23/2015,39.0,59.0,49.0,555,1902
569,7/24/2015,43.0,59.0,51.0,556,1902
570,7/25/2015,45.0,56.0,51.0,556,1901
571,7/26/2015,42.0,58.0,50.0,556,1901
572,7/27/2015,44.0,55.0,50.0,557,1901
573,7/28/2015,40.0,55.0,48.0,557,1900
574,7/29/2015,46.0,62.0,54.0,557,1900
575,7/30/2015,48.0,64.0,56.0,558,1859
576,7/31/2015,45.0,63.0,54.0,558,1859
577,8/1/2015,46.0,66.0,56.0,558,1859
578,8/2/2015,45.0,52.0,49.0,559,1858
579,8/3/2015,44.0,51.0,48.0,559,1858
580,8/4/2015,40.0,54.0,47.0,559,1857
581,8/5/2015,43.0,56.0,50.0,600,1857
582,8/6/2015,41.0,54.0,48.0,600,1856
583,8/7/2015,41.0,59.0,50.0,600,1855
584,8/8/2015,43.0,64.0,54.0,601,1855
585,8/9/2015,43.0,63.0,53.0,601,1854
586,8/10/2015,40.0,59.0,50.0,601,1854
587,8/11/2015,39.0,55.0,47.0,602,1853
588,8/12/2015,40.0,55.0,48.0,602,1852
589,8/13/2015,40.0,56.0,48.0,602,1852
590,8/14/2015,44.0,56.0,50.0,603,1851
591,8/15/2015,41.0,53.0,47.0,603,1850
592,8/16/2015,41.0,52.0,47.0,603,1850
593,8/17/2015,42.0,53.0,48.0,603,1849
594,8/18/2015,40.0,52.0,46.0,604,1848
595,8/19/2015,39.0,52.0,46.0,604,1848
596,8/20/2015,38.0,51.0,45.0,604,1847
597,8/21/2015,42.0,65.0,54.0,604,1846
598,8/22/2015,46.0,59.0,53.0,605,1845
599,8/23/2015,45.0,57.0,51.0,605,1845
600,8/24/2015,43.0,48.0,46.0,605,1844
601,8/25/2015,42.0,52.0,47.0,605,1843
602,8/26/2015,42.0,55.0,49.0,606,1842
603,8/27/2015,41.0,57.0,49.0,606,1841
604,8/28/2015,43.0,59.0,51.0,606,1841
605,8/29/2015,42.0,59.0,51.0,606,1840
606,8/30/2015,42.0,56.0,49.0,607,1839
607,8/31/2015,41.0,55.0,48.0,607,1838
608,9/1/2015,42.0,60.0,51.0,607,1837
609,9/2/2015,43.0,52.0,48.0,607,1836
610,9/3/2015,42.0,52.0,47.0,607,1836
611,9/4/2015,40.0,53.0,47.0,608,1835
612,9/5/2015,39.0,54.0,47.0,608,1834
613,9/6/2015,41.0,54.0,48.0,608,1833
614,9/7/2015,42.0,53.0,48.0,608,1832
615,9/8/2015,41.0,59.0,50.0,608,1831
616,9/9/2015,46.0,60.0,53.0,609,1830
617,9/10/2015,42.0,56.0,49.0,609,1829
618,9/11/2015,42.0,59.0,51.0,609,1828
619,9/12/2015,41.0,56.0,49.0,609,1828
620,9/13/2015,43.0,62.0,53.0,609,1827
621,9/14/2015,42.0,62.0,52.0,610,1826
622,9/15/2015,40.0,57.0,49.0,610,1825
623,9/16/2015,39.0,54.0,47.0,610,1824
624,9/17/2015,38.0,53.0,46.0,610,1823
625,9/18/2015,38.0,54.0,46.0,610,1822
626,9/19/2015,39.0,55.0,47.0,611,1821
627,9/20/2015,41.0,58.0,50.0,611,1820
628,9/21/2015,43.0,54.0,49.0,611,1819
629,9/22/2015,39.0,54.0,47.0,611,1819
630,9/23/2015,37.0,54.0,46.0,611,1818
631,9/24/2015,38.0,55.0,47.0,612,1817
632,9/25/2015,39.0,54.0,47.0,612,1816
633,9/26/2015,42.0,53.0,48.0,612,1815
634,9/27/2015,39.0,54.0,47.0,612,1814
635,9/28/2015,39.0,53.0,46.0,612,1813
636,9/29/2015,38.0,52.0,45.0,613,1812
637,9/30/2015,39.0,60.0,50.0,613,1811
638,10/1/2015,39.0,57.0,48.0,613,1811
639,10/2/2015,39.0,57.0,48.0,613,1810
640,10/3/2015,43.0,63.0,53.0,614,1809
641,10/4/2015,45.0,57.0,51.0,614,1808
642,10/5/2015,42.0,58.0,50.0,614,1807
643,10/6/2015,39.0,54.0,47.0,614,1806
644,10/7/2015,41.0,62.0,52.0,615,1805
645,10/8/2015,41.0,60.0,51.0,615,1805
646,10/9/2015,40.0,58.0,49.0,615,1804
647,10/10/2015,41.0,56.0,49.0,615,1803
648,10/11/2015,43.0,60.0,52.0,616,1802
649,10/12/2015,40.0,58.0,49.0,616,1801
650,10/13/2015,39.0,56.0,48.0,616,1801
651,10/14/2015,38.0,58.0,48.0,616,1800
652,10/15/2015,39.0,54.0,47.0,617,1759
653,10/16/2015,42.0,60.0,51.0,617,1758
654,10/17/2015,42.0,54.0,48.0,617,1758
655,10/18/2015,40.0,58.0,49.0,618,1757
656,10/19/2015,41.0,58.0,50.0,618,1756
657,10/20/2015,40.0,57.0,49.0,618,1755
658,10/21/2015,41.0,54.0,48.0,619,1755
659,10/22/2015,40.0,55.0,48.0,619,1754
660,10/23/2015,38.0,56.0,47.0,620,1753
661,10/24/2015,42.0,57.0,50.0,620,1753
662,10/25/2015,45.0,60.0,53.0,620,1752
663,10/26/2015,44.0,63.0,54.0,621,1752
664,10/27/2015,42.0,63.0,53.0,621,1751
665,10/28/2015,44.0,57.0,51.0,622,1750
666,10/29/2015,38.0,53.0,46.0,622,1750
667,10/30/2015,42.0,54.0,48.0,622,1749
668,10/31/2015,42.0,61.0,52.0,623,1749
669,11/1/2015,41.0,57.0,49.0,623,1748
670,11/2/2015,40.0,59.0,50.0,624,1748
671,11/3/2015,43.0,57.0,50.0,624,1747
672,11/4/2015,42.0,58.0,50.0,625,1747
673,11/5/2015,40.0,60.0,50.0,625,1746
674,11/6/2015,41.0,59.0,50.0,626,1746
675,11/7/2015,42.0,60.0,51.0,626,1746
676,11/8/2015,39.0,58.0,49.0,627,1745
677,11/9/2015,37.0,52.0,45.0,627,1745
678,11/10/2015,35.0,51.0,43.0,628,1745
679,11/11/2015,37.0,53.0,45.0,628,1744
680,11/12/2015,38.0,49.0,44.0,629,1744
681,11/13/2015,37.0,49.0,43.0,629,1744
682,11/14/2015,36.0,52.0,44.0,630,1743
683,11/15/2015,36.0,51.0,44.0,630,1743
684,11/16/2015,35.0,52.0,44.0,631,1743
685,11/17/2015,37.0,56.0,47.0,632,1743
686,11/18/2015,36.0,53.0,45.0,632,1743
687,11/19/2015,43.0,56.0,50.0,633,1743
688,11/20/2015,43.0,51.0,47.0,633,1742
689,11/21/2015,41.0,53.0,47.0,634,1742
690,11/22/2015,42.0,58.0,50.0,635,1742
691,11/23/2015,42.0,55.0,49.0,635,1742
692,11/24/2015,42.0,53.0,48.0,636,1742
693,11/25/2015,38.0,55.0,47.0,636,1742
694,11/26/2015,40.0,56.0,48.0,637,1742
695,11/27/2015,41.0,58.0,50.0,638,1742
696,11/28/2015,39.0,54.0,47.0,638,1742
697,11/29/2015,40.0,58.0,49.0,639,1742
698,11/30/2015,44.0,60.0,52.0,640,1742
699,12/1/2015,43.0,60.0,52.0,640,1743
700,12/2/2015,40.0,61.0,51.0,641,1743
701,12/3/2015,42.0,57.0,50.0,641,1743
702,12/4/2015,42.0,56.0,49.0,642,1743
703,12/5/2015,39.0,58.0,49.0,643,1743
704,12/6/2015,39.0,63.0,51.0,643,1743
705,12/7/2015,45.0,63.0,54.0,644,1744
706,12/8/2015,44.0,60.0,52.0,645,1744
707,12/9/2015,41.0,56.0,49.0,645,1744
708,12/10/2015,39.0,54.0,47.0,646,1745
709,12/11/2015,42.0,53.0,48.0,646,1745
710,12/12/2015,39.0,55.0,47.0,647,1745
711,12/13/2015,36.0,52.0,44.0,648,1746
712,12/14/2015,36.0,54.0,45.0,648,1746
713,12/15/2015,33.0,49.0,41.0,649,1746
714,12/16/2015,35.0,53.0,44.0,649,1747
715,12/17/2015,37.0,54.0,46.0,650,1747
716,12/18/2015,38.0,53.0,46.0,650,1748
717,12/19/2015,34.0,46.0,40.0,651,1748
718,12/20/2015,35.0,49.0,42.0,651,1749
719,12/21/2015,35.0,47.0,41.0,652,1749
720,12/22/2015,34.0,51.0,43.0,652,1750
721,12/23/2015,33.0,46.0,40.0,653,1750
722,12/24/2015,32.0,49.0,41.0,653,1751
723,12/25/2015,35.0,48.0,42.0,654,1751
724,12/26/2015,35.0,49.0,42.0,654,1752
725,12/27/2015,35.0,50.0,43.0,655,1752
726,12/28/2015,35.0,45.0,40.0,655,1753
727,12/29/2015,31.0,49.0,40.0,655,1753
728,12/30/2015,36.0,52.0,44.0,656,1754
729,12/31/2015,40.0,56.0,48.0,656,1755
730,1/1/2016,38.0,57.0,48.0,657,1756
731,1/2/2016,35.0,54.0,45.0,657,1756
732,1/3/2016,39.0,54.0,47.0,657,1757
733,1/4/2016,37.0,53.0,45.0,658,1757
734,1/5/2016,34.0,51.0,43.0,658,1758
735,1/6/2016,36.0,56.0,46.0,658,1759
736,1/7/2016,37.0,58.0,48.0,658,1759
737,1/8/2016,37.0,54.0,46.0,659,1800
738,1/9/2016,40.0,54.0,47.0,659,1801
739,1/10/2016,39.0,53.0,46.0,659,1801
740,1/11/2016,37.0,57.0,47.0,659,1802
741,1/12/2016,39.0,54.0,47.0,659,1803
742,1/13/2016,37.0,59.0,48.0,659,1803
743,1/14/2016,40.0,60.0,50.0,659,1804
744,1/15/2016,40.0,56.0,48.0,659,1804
745,1/16/2016,38.0,54.0,46.0,700,1805
746,1/17/2016,37.0,56.0,47.0,700,1806
747,1/18/2016,41.0,55.0,48.0,700,1806
748,1/19/2016,40.0,60.0,50.0,700,1807
749,1/20/2016,42.0,58.0,50.0,659,1808
750,1/21/2016,42.0,57.0,50.0,659,1808
751,1/22/2016,41.0,59.0,50.0,659,1809
752,1/23/2016,39.0,59.0,49.0,659,1810
753,1/24/2016,38.0,55.0,47.0,659,1810
754,1/25/2016,35.0,54.0,45.0,659,1811
755,1/26/2016,39.0,58.0,49.0,659,1811
756,1/27/2016,37.0,59.0,48.0,659,1812
757,1/28/2016,44.0,62.0,53.0,658,1813
758,1/29/2016,49.0,64.0,57.0,658,1813
759,1/30/2016,45.0,62.0,54.0,658,1814
760,1/31/2016,41.0,59.0,50.0,658,1814
761,2/1/2016,36.0,54.0,45.0,657,1815
762,2/2/2016,38.0,52.0,45.0,657,1816
763,2/3/2016,38.0,55.0,47.0,657,1816
764,2/4/2016,40.0,58.0,49.0,656,1817
765,2/5/2016,37.0,58.0,48.0,656,1817
766,2/6/2016,36.0,57.0,47.0,655,1818
767,2/7/2016,33.0,47.0,40.0,655,1818
768,2/8/2016,31.0,53.0,42.0,655,1819
769,2/9/2016,37.0,53.0,45.0,654,1819
770,2/10/2016,35.0,55.0,45.0,654,1820
771,2/11/2016,38.0,54.0,46.0,653,1820
772,2/12/2016,41.0,59.0,50.0,653,1821
773,2/13/2016,43.0,60.0,52.0,652,1821
774,2/14/2016,42.0,60.0,51.0,652,1822
775,2/15/2016,38.0,58.0,48.0,651,1822
776,2/16/2016,37.0,59.0,48.0,651,1823
777,2/17/2016,44.0,57.0,51.0,650,1823
778,2/18/2016,38.0,57.0,48.0,649,1823
779,2/19/2016,36.0,57.0,47.0,649,1824
780,2/20/2016,37.0,59.0,48.0,648,1824
781,2/21/2016,39.0,61.0,50.0,647,1825
782,2/22/2016,43.0,60.0,52.0,647,1825
783,2/23/2016,45.0,63.0,54.0,646,1825
784,2/24/2016,45.0,62.0,54.0,646,1826
785,2/25/2016,39.0,53.0,46.0,645,1826
786,2/26/2016,36.0,53.0,45.0,644,1827
787,2/27/2016,36.0,59.0,48.0,643,1827
788,2/28/2016,36.0,55.0,46.0,643,1827
789,2/29/2016,37.0,60.0,49.0,642,1828
790,3/1/2016,40.0,60.0,50.0,641,1828
791,3/2/2016,39.0,61.0,50.0,640,1828
792,3/3/2016,44.0,57.0,51.0,640,1829
793,3/4/2016,42.0,58.0,50.0,639,1829
794,3/5/2016,39.0,56.0,48.0,638,1829
795,3/6/2016,37.0,60.0,49.0,637,1830
796,3/7/2016,40.0,58.0,49.0,637,1830
797,3/8/2016,43.0,66.0,55.0,636,1830
798,3/9/2016,40.0,60.0,50.0,635,1831
799,3/10/2016,37.0,57.0,47.0,634,1831
800,3/11/2016,36.0,52.0,44.0,633,1831
801,3/12/2016,36.0,54.0,45.0,632,1832
802,3/13/2016,38.0,53.0,46.0,632,1832
803,3/14/2016,40.0,54.0,47.0,631,1832
804,3/15/2016,36.0,52.0,44.0,630,1832
805,3/16/2016,38.0,51.0,45.0,629,1833
806,3/17/2016,34.0,55.0,45.0,628,1833
807,3/18/2016,35.0,53.0,44.0,627,1833
808,3/19/2016,36.0,55.0,46.0,626,1833
809,3/20/2016,38.0,54.0,46.0,626,1834
810,3/21/2016,36.0,55.0,46.0,625,1834
811,3/22/2016,35.0,52.0,44.0,624,1834
812,3/23/2016,34.0,46.0,40.0,623,1834
813,3/24/2016,33.0,47.0,40.0,622,1835
814,3/25/2016,31.0,51.0,41.0,621,1835
815,3/26/2016,34.0,50.0,42.0,620,1835
816,3/27/2016,38.0,56.0,47.0,620,1835
817,3/28/2016,42.0,60.0,51.0,619,1836
818,3/29/2016,43.0,61.0,52.0,618,1836
819,3/30/2016,42.0,60.0,51.0,617,1836
820,3/31/2016,44.0,59.0,52.0,616,1836
821,4/1/2016,42.0,57.0,50.0,615,1837
822,4/2/2016,41.0,59.0,50.0,614,1837
823,4/3/2016,42.0,62.0,52.0,614,1837
824,4/4/2016,47.0,60.0,54.0,613,1838
825,4/5/2016,44.0,61.0,53.0,612,1838
826,4/6/2016,40.0,59.0,50.0,611,1838
827,4/7/2016,36.0,60.0,48.0,610,1838
828,4/8/2016,38.0,54.0,46.0,610,1839
829,4/9/2016,40.0,56.0,48.0,609,1839
830,4/10/2016,40.0,54.0,47.0,608,1839
831,4/11/2016,41.0,60.0,51.0,607,1839
832,4/12/2016,41.0,59.0,50.0,606,1840
833,4/13/2016,39.0,59.0,49.0,606,1840
834,4/14/2016,41.0,57.0,49.0,605,1840
835,4/15/2016,36.0,53.0,45.0,604,1841
836,4/16/2016,36.0,51.0,44.0,603,1841
837,4/17/2016,36.0,53.0,45.0,602,1841
838,4/18/2016,37.0,58.0,48.0,602,1841
839,4/19/2016,38.0,54.0,46.0,601,1842
840,4/20/2016,,,,600,1842
841,4/21/2016,44.0,55.0,50.0,600,1842
842,4/22/2016,44.0,56.0,50.0,559,1843
843,4/23/2016,43.0,57.0,50.0,558,1843
844,4/24/2016,42.0,59.0,51.0,558,1843
845,4/25/2016,40.0,55.0,48.0,557,1844
846,4/26/2016,42.0,57.0,50.0,556,1844
847,4/27/2016,40.0,61.0,51.0,556,1844
848,4/28/2016,43.0,57.0,50.0,555,1845
849,4/29/2016,44.0,61.0,53.0,554,1845
850,4/30/2016,39.0,57.0,48.0,554,1845
851,5/1/2016,38.0,60.0,49.0,553,1846
852,5/2/2016,45.0,63.0,54.0,553,1846
853,5/3/2016,43.0,60.0,52.0,552,1846
854,5/4/2016,44.0,65.0,55.0,552,1847
855,5/5/2016,44.0,58.0,51.0,551,1847
856,5/6/2016,41.0,56.0,49.0,550,1847
857,5/7/2016,38.0,55.0,47.0,550,1848
858,5/8/2016,40.0,53.0,47.0,550,1848
859,5/9/2016,36.0,52.0,44.0,549,1849
860,5/10/2016,34.0,52.0,43.0,549,1849
861,5/11/2016,36.0,54.0,45.0,548,1849
862,5/12/2016,37.0,53.0,45.0,548,1850
863,5/13/2016,38.0,50.0,44.0,547,1850
864,5/14/2016,39.0,61.0,50.0,547,1851
865,5/15/2016,44.0,59.0,52.0,547,1851
866,5/16/2016,43.0,60.0,52.0,546,1851
867,5/17/2016,43.0,60.0,52.0,546,1852
868,5/18/2016,43.0,58.0,51.0,546,1852
869,5/19/2016,40.0,61.0,51.0,545,1853
870,5/20/2016,41.0,57.0,49.0,545,1853
871,5/21/2016,40.0,58.0,49.0,545,1853
872,5/22/2016,38.0,56.0,47.0,545,1854
873,5/23/2016,36.0,51.0,44.0,544,1854
874,5/24/2016,33.0,51.0,42.0,544,1855
875,5/25/2016,36.0,49.0,43.0,544,1855
876,5/26/2016,36.0,52.0,44.0,544,1855
877,5/27/2016,35.0,52.0,44.0,544,1856
878,5/28/2016,39.0,51.0,45.0,543,1856
879,5/29/2016,39.0,53.0,46.0,543,1856
880,5/30/2016,38.0,55.0,47.0,543,1857
881,5/31/2016,44.0,54.0,49.0,543,1857
882,6/1/2016,41.0,54.0,48.0,543,1858
883,6/2/2016,40.0,58.0,49.0,543,1858
884,6/3/2016,41.0,56.0,49.0,543,1858
885,6/4/2016,44.0,60.0,52.0,543,1859
886,6/5/2016,45.0,58.0,52.0,543,1859
887,6/6/2016,44.0,57.0,51.0,543,1859
888,6/7/2016,44.0,59.0,52.0,543,1900
889,6/8/2016,45.0,58.0,52.0,543,1900
890,6/9/2016,46.0,60.0,53.0,543,1900
891,6/10/2016,44.0,61.0,53.0,543,1901
892,6/11/2016,40.0,54.0,47.0,543,1901
893,6/12/2016,40.0,58.0,49.0,543,1901
894,6/13/2016,40.0,58.0,49.0,544,1902
895,6/14/2016,38.0,57.0,48.0,544,1902
896,6/15/2016,40.0,55.0,48.0,544,1902
897,6/16/2016,42.0,61.0,52.0,544,1902
898,6/17/2016,46.0,60.0,53.0,544,1903
899,6/18/2016,41.0,60.0,51.0,544,1903
900,6/19/2016,42.0,60.0,51.0,545,1903
901,6/20/2016,41.0,57.0,49.0,545,1903
902,6/21/2016,39.0,56.0,48.0,545,1904
903,6/22/2016,40.0,56.0,48.0,545,1904
904,6/23/2016,42.0,56.0,49.0,545,1904
905,6/24/2016,42.0,58.0,50.0,546,1904
906,6/25/2016,43.0,56.0,50.0,546,1904
907,6/26/2016,41.0,55.0,48.0,546,1904
908,6/27/2016,37.0,53.0,45.0,546,1905
909,6/28/2016,39.0,53.0,46.0,547,1905
910,6/29/2016,38.0,54.0,46.0,547,1905
911,6/30/2016,43.0,58.0,51.0,547,1905
912,7/1/2016,39.0,57.0,48.0,548,1905
913,7/2/2016,43.0,63.0,53.0,548,1905
914,7/3/2016,45.0,67.0,56.0,548,1905
915,7/4/2016,44.0,58.0,51.0,549,1905
916,7/5/2016,40.0,54.0,47.0,549,1905
917,7/6/2016,38.0,56.0,47.0,549,1905
918,7/7/2016,43.0,61.0,52.0,550,1905
919,7/8/2016,43.0,60.0,52.0,550,1905
920,7/9/2016,42.0,56.0,49.0,550,1905
921,7/10/2016,39.0,51.0,45.0,551,1905
922,7/11/2016,36.0,50.0,43.0,551,1905
923,7/12/2016,38.0,52.0,45.0,551,1904
924,7/13/2016,36.0,54.0,45.0,552,1904
925,7/14/2016,39.0,56.0,48.0,552,1904
926,7/15/2016,42.0,57.0,50.0,553,1904
927,7/16/2016,39.0,57.0,48.0,553,1904
928,7/17/2016,40.0,54.0,47.0,553,1904
929,7/18/2016,39.0,49.0,44.0,554,1903
930,7/19/2016,38.0,52.0,45.0,554,1903
931,7/20/2016,40.0,55.0,48.0,554,1903
932,7/21/2016,41.0,62.0,52.0,555,1902
933,7/22/2016,40.0,57.0,49.0,555,1902
934,7/23/2016,43.0,52.0,48.0,556,1902
935,7/24/2016,44.0,51.0,48.0,556,1901
936,7/25/2016,42.0,58.0,50.0,556,1901
937,7/26/2016,41.0,59.0,50.0,557,1901
938,7/27/2016,39.0,57.0,48.0,557,1900
939,7/28/2016,38.0,59.0,49.0,557,1900
940,7/29/2016,37.0,58.0,48.0,558,1859
941,7/30/2016,39.0,57.0,48.0,558,1859
942,7/31/2016,41.0,55.0,48.0,558,1859
943,8/1/2016,42.0,56.0,49.0,559,1858
944,8/2/2016,40.0,58.0,49.0,559,1858
945,8/3/2016,37.0,57.0,47.0,559,1857
946,8/4/2016,40.0,58.0,49.0,600,1857
947,8/5/2016,41.0,62.0,52.0,600,1856
948,8/6/2016,37.0,59.0,48.0,600,1855
949,8/7/2016,40.0,58.0,49.0,601,1855
950,8/8/2016,42.0,60.0,51.0,601,1854
951,8/9/2016,40.0,60.0,50.0,601,1854
952,8/10/2016,42.0,62.0,52.0,602,1853
953,8/11/2016,42.0,60.0,51.0,602,1852
954,8/12/2016,44.0,61.0,53.0,602,1852
955,8/13/2016,41.0,54.0,48.0,603,1851
956,8/14/2016,42.0,53.0,48.0,603,1850
957,8/15/2016,40.0,56.0,48.0,603,1850
958,8/16/2016,39.0,56.0,48.0,603,1849
959,8/17/2016,40.0,60.0,50.0,604,1848
960,8/18/2016,42.0,59.0,51.0,604,1848
961,8/19/2016,43.0,57.0,50.0,604,1847
962,8/20/2016,37.0,59.0,48.0,604,1846
963,8/21/2016,40.0,54.0,47.0,605,1845
964,8/22/2016,44.0,49.0,47.0,605,1845
965,8/23/2016,42.0,53.0,48.0,605,1844
966,8/24/2016,41.0,53.0,47.0,605,1843
967,8/25/2016,41.0,54.0,48.0,606,1842
968,8/26/2016,41.0,58.0,50.0,606,1841
969,8/27/2016,38.0,54.0,46.0,606,1841
970,8/28/2016,35.0,53.0,44.0,606,1840
971,8/29/2016,38.0,50.0,44.0,607,1839
972,8/30/2016,37.0,58.0,48.0,607,1838
973,8/31/2016,42.0,49.0,46.0,607,1837
974,9/1/2016,40.0,54.0,47.0,607,1836
975,9/2/2016,41.0,59.0,50.0,607,1836
976,9/3/2016,41.0,52.0,47.0,608,1835
977,9/4/2016,41.0,52.0,47.0,608,1834
978,9/5/2016,40.0,55.0,48.0,608,1833
979,9/6/2016,39.0,59.0,49.0,608,1832
980,9/7/2016,37.0,55.0,46.0,608,1831
981,9/8/2016,36.0,52.0,44.0,609,1830
982,9/9/2016,38.0,55.0,47.0,609,1829
983,9/10/2016,39.0,56.0,48.0,609,1828
984,9/11/2016,37.0,56.0,47.0,609,1828
985,9/12/2016,42.0,57.0,50.0,609,1827
986,9/13/2016,42.0,57.0,50.0,610,1826
987,9/14/2016,39.0,52.0,46.0,610,1825
988,9/15/2016,38.0,46.0,42.0,610,1824
989,9/16/2016,39.0,54.0,47.0,610,1823
990,9/17/2016,42.0,55.0,49.0,610,1822
991,9/18/2016,41.0,57.0,49.0,611,1821
992,9/19/2016,42.0,60.0,51.0,611,1820
993,9/20/2016,42.0,59.0,51.0,611,1819
994,9/21/2016,44.0,59.0,52.0,611,1819
995,9/22/2016,41.0,55.0,48.0,611,1818
996,9/23/2016,40.0,55.0,48.0,612,1817
997,9/24/2016,40.0,54.0,47.0,612,1816
998,9/25/2016,38.0,55.0,47.0,612,1815
999,9/26/2016,41.0,58.0,50.0,612,1814
1000,9/27/2016,37.0,50.0,44.0,612,1813
1001,9/28/2016,36.0,53.0,45.0,613,1812
1002,9/29/2016,36.0,59.0,48.0,613,1811
1003,9/30/2016,39.0,58.0,49.0,613,1811
1004,10/1/2016,39.0,56.0,48.0,613,1810
1005,10/2/2016,37.0,55.0,46.0,614,1809
1006,10/3/2016,38.0,49.0,44.0,614,1808
1007,10/4/2016,40.0,51.0,46.0,614,1807
1008,10/5/2016,37.0,53.0,45.0,614,1806
1009,10/6/2016,38.0,50.0,44.0,615,1805
1010,10/7/2016,36.0,52.0,44.0,615,1805
1011,10/8/2016,38.0,52.0,45.0,615,1804
1012,10/9/2016,35.0,55.0,45.0,615,1803
1013,10/10/2016,41.0,56.0,49.0,616,1802
1014,10/11/2016,40.0,56.0,48.0,616,1801
1015,10/12/2016,38.0,63.0,51.0,616,1801
1016,10/13/2016,42.0,62.0,52.0,616,1800
1017,10/14/2016,45.0,63.0,54.0,617,1759
1018,10/15/2016,45.0,64.0,55.0,617,1758
1019,10/16/2016,40.0,58.0,49.0,617,1758
1020,10/17/2016,39.0,58.0,49.0,618,1757
1021,10/18/2016,40.0,56.0,48.0,618,1756
1022,10/19/2016,39.0,57.0,48.0,618,1755
1023,10/20/2016,38.0,51.0,45.0,619,1755
1024,10/21/2016,38.0,55.0,47.0,619,1754
1025,10/22/2016,37.0,56.0,47.0,620,1753
1026,10/23/2016,42.0,62.0,52.0,620,1753
1027,10/24/2016,42.0,61.0,52.0,620,1752
1028,10/25/2016,38.0,56.0,47.0,621,1752
1029,10/26/2016,40.0,59.0,50.0,621,1751
1030,10/27/2016,40.0,58.0,49.0,622,1750
1031,10/28/2016,41.0,55.0,48.0,622,1750
1032,10/29/2016,38.0,54.0,46.0,622,1749
1033,10/30/2016,39.0,55.0,47.0,623,1749
1034,10/31/2016,40.0,56.0,48.0,623,1748
1035,11/1/2016,42.0,55.0,49.0,624,1748
1036,11/2/2016,38.0,58.0,48.0,624,1747
1037,11/3/2016,42.0,59.0,51.0,625,1747
1038,11/4/2016,40.0,58.0,49.0,625,1746
1039,11/5/2016,41.0,58.0,50.0,626,1746
1040,11/6/2016,38.0,59.0,49.0,626,1746
1041,11/7/2016,38.0,56.0,47.0,627,1745
1042,11/8/2016,38.0,53.0,46.0,627,1745
1043,11/9/2016,41.0,54.0,48.0,628,1745
1044,11/10/2016,43.0,54.0,49.0,628,1744
1045,11/11/2016,40.0,54.0,47.0,629,1744
1046,11/12/2016,36.0,54.0,45.0,629,1744
1047,11/13/2016,38.0,57.0,48.0,630,1743
1048,11/14/2016,41.0,57.0,49.0,630,1743
1049,11/15/2016,40.0,56.0,48.0,631,1743
1050,11/16/2016,41.0,54.0,48.0,632,1743
1051,11/17/2016,40.0,56.0,48.0,632,1743
1052,11/18/2016,40.0,57.0,49.0,633,1743
1053,11/19/2016,41.0,58.0,50.0,633,1742
1054,11/20/2016,41.0,54.0,48.0,634,1742
1055,11/21/2016,38.0,53.0,46.0,635,1742
1056,11/22/2016,36.0,52.0,44.0,635,1742
1057,11/23/2016,41.0,57.0,49.0,636,1742
1058,11/24/2016,39.0,55.0,47.0,636,1742
1059,11/25/2016,39.0,56.0,48.0,637,1742
1060,11/26/2016,42.0,57.0,50.0,638,1742
1061,11/27/2016,41.0,56.0,49.0,638,1742
1062,11/28/2016,38.0,54.0,46.0,639,1742
1063,11/29/2016,38.0,52.0,45.0,640,1742
1064,11/30/2016,34.0,46.0,40.0,640,1743
1065,12/1/2016,31.0,37.0,34.0,641,1743
1066,12/2/2016,32.0,38.0,35.0,641,1743
1067,12/3/2016,35.0,44.0,40.0,642,1743
1068,12/4/2016,37.0,44.0,41.0,643,1743
1069,12/5/2016,42.0,52.0,47.0,643,1743
